time,latitude,longitude,elevation
2009-03-21 15:05:50 +0000,35.899054,-82.782005,690.844000
2009-03-21 15:05:53 +0000,35.899039,-82.782035,690.364000
2009-03-21 15:05:58 +0000,35.899028,-82.782080,689.883000
2009-03-21 15:06:02 +0000,35.899029,-82.782117,688.922000
2009-03-21 15:06:19 +0000,35.899055,-82.782311,686.519000
2009-03-21 15:06:23 +0000,35.899045,-82.782369,686.519000
2009-03-21 15:06:37 +0000,35.898948,-82.782500,686.038000
2009-03-21 15:06:51 +0000,35.898759,-82.782549,685.077000
2009-03-21 15:07:06 +0000,35.898582,-82.782544,685.077000
2009-03-21 15:07:37 +0000,35.898541,-82.782528,685.077000
2009-03-21 15:08:53 +0000,35.898540,-82.782553,686.038000
2009-03-21 15:09:19 +0000,35.898515,-82.782557,685.077000
2009-03-21 15:09:51 +0000,35.898458,-82.782638,685.557000
2009-03-21 15:10:27 +0000,35.898499,-82.782573,686.038000
2009-03-21 15:10:49 +0000,35.898404,-82.782559,684.115000
2009-03-21 15:11:03 +0000,35.898286,-82.782571,683.154000
2009-03-21 15:11:18 +0000,35.898179,-82.782645,681.712000
2009-03-21 15:11:33 +0000,35.898132,-82.782769,679.789000
2009-03-21 15:11:46 +0000,35.898149,-82.782884,678.828000
2009-03-21 15:11:55 +0000,35.898188,-82.782943,678.828000
2009-03-21 15:12:11 +0000,35.898307,-82.783048,678.828000
2009-03-21 15:12:25 +0000,35.898423,-82.783166,679.789000
2009-03-21 15:12:41 +0000,35.898552,-82.783350,682.673000
2009-03-21 15:12:55 +0000,35.898594,-82.783501,683.154000
2009-03-21 15:13:03 +0000,35.898560,-82.783597,683.635000
2009-03-21 15:13:21 +0000,35.898451,-82.783761,684.115000
2009-03-21 15:13:30 +0000,35.898447,-82.783868,683.154000
2009-03-21 15:13:46 +0000,35.898465,-82.784100,681.231000
2009-03-21 15:14:03 +0000,35.898544,-82.784309,678.828000
2009-03-21 15:14:16 +0000,35.898592,-82.784444,679.309000
2009-03-21 15:14:23 +0000,35.898600,-82.784498,681.231000
2009-03-21 15:14:39 +0000,35.898372,-82.784570,682.673000
2009-03-21 15:14:47 +0000,35.898246,-82.784594,682.193000
2009-03-21 15:15:03 +0000,35.897964,-82.784614,681.231000
2009-03-21 15:15:22 +0000,35.897816,-82.784539,680.751000
2009-03-21 15:15:37 +0000,35.897821,-82.784645,682.673000
2009-03-21 15:15:49 +0000,35.897791,-82.784786,683.154000
2009-03-21 15:16:03 +0000,35.897737,-82.784945,683.635000
2009-03-21 15:16:20 +0000,35.897702,-82.785130,685.077000
2009-03-21 15:16:37 +0000,35.897644,-82.785323,686.519000
2009-03-21 15:16:39 +0000,35.897641,-82.785351,686.519000
2009-03-21 15:17:02 +0000,35.897714,-82.785681,687.480000
2009-03-21 15:17:18 +0000,35.897780,-82.785874,688.441000
2009-03-21 15:17:35 +0000,35.897847,-82.786094,690.364000
2009-03-21 15:17:52 +0000,35.897922,-82.786339,691.806000
2009-03-21 15:18:03 +0000,35.897974,-82.786494,691.325000
2009-03-21 15:18:18 +0000,35.898024,-82.786626,691.325000
2009-03-21 15:18:31 +0000,35.897915,-82.786685,691.806000
2009-03-21 15:18:43 +0000,35.897866,-82.786766,692.287000
2009-03-21 15:19:01 +0000,35.897802,-82.787007,693.729000
2009-03-21 15:19:04 +0000,35.897787,-82.787025,694.209000
2009-03-21 15:19:18 +0000,35.897816,-82.787151,694.690000
2009-03-21 15:19:36 +0000,35.897959,-82.787404,694.690000
2009-03-21 15:19:53 +0000,35.897937,-82.787578,695.651000
2009-03-21 15:20:09 +0000,35.897841,-82.787721,696.613000
2009-03-21 15:20:26 +0000,35.897806,-82.787847,697.093000
2009-03-21 15:20:45 +0000,35.897870,-82.788116,698.054000
2009-03-21 15:21:02 +0000,35.897888,-82.788335,699.016000
2009-03-21 15:21:18 +0000,35.897936,-82.788555,699.016000
2009-03-21 15:21:32 +0000,35.897938,-82.788723,699.016000
2009-03-21 15:21:47 +0000,35.897862,-82.788837,699.016000
2009-03-21 15:22:02 +0000,35.897729,-82.788922,699.016000
2009-03-21 15:22:24 +0000,35.897668,-82.788945,699.977000
2009-03-21 15:22:40 +0000,35.897564,-82.788987,699.496000
2009-03-21 15:22:52 +0000,35.897488,-82.788956,700.458000
2009-03-21 15:23:07 +0000,35.897402,-82.788862,699.496000
2009-03-21 15:23:20 +0000,35.897324,-82.788744,699.977000
2009-03-21 15:23:32 +0000,35.897215,-82.788640,699.016000
2009-03-21 15:23:35 +0000,35.897205,-82.788584,699.016000
2009-03-21 15:23:48 +0000,35.897126,-82.788414,699.016000
2009-03-21 15:23:50 +0000,35.897121,-82.788384,699.496000
2009-03-21 15:24:03 +0000,35.897010,-82.788143,699.496000
2009-03-21 15:24:16 +0000,35.896939,-82.787928,699.496000
2009-03-21 15:24:28 +0000,35.896903,-82.787749,698.054000
2009-03-21 15:24:30 +0000,35.896892,-82.787737,698.535000
2009-03-21 15:24:46 +0000,35.896921,-82.787369,699.496000
2009-03-21 15:24:58 +0000,35.897016,-82.787195,698.535000
2009-03-21 15:25:10 +0000,35.897104,-82.787031,698.535000
2009-03-21 15:25:19 +0000,35.897038,-82.786919,698.535000
2009-03-21 15:25:25 +0000,35.896843,-82.786880,698.535000
2009-03-21 15:25:41 +0000,35.896691,-82.786814,696.613000
2009-03-21 15:25:53 +0000,35.896602,-82.786742,697.574000
2009-03-21 15:26:07 +0000,35.896585,-82.786572,698.535000
2009-03-21 15:26:16 +0000,35.896598,-82.786426,698.535000
2009-03-21 15:26:34 +0000,35.896702,-82.786098,699.977000
2009-03-21 15:26:41 +0000,35.896702,-82.786037,700.938000
2009-03-21 15:26:56 +0000,35.896594,-82.785901,702.861000
2009-03-21 15:27:06 +0000,35.896505,-82.785836,700.938000
2009-03-21 15:27:17 +0000,35.896463,-82.785723,699.977000
2009-03-21 15:27:29 +0000,35.896380,-82.785592,699.496000
2009-03-21 15:27:40 +0000,35.896326,-82.785405,699.977000
2009-03-21 15:27:50 +0000,35.896266,-82.785278,700.458000
2009-03-21 15:28:04 +0000,35.896235,-82.785030,702.861000
2009-03-21 15:28:17 +0000,35.896101,-82.784971,700.938000
2009-03-21 15:28:40 +0000,35.895976,-82.784973,700.458000
2009-03-21 15:28:52 +0000,35.895912,-82.785069,700.938000
2009-03-21 15:29:05 +0000,35.895856,-82.785191,702.380000
2009-03-21 15:29:16 +0000,35.895799,-82.785302,702.861000
2009-03-21 15:29:28 +0000,35.895719,-82.785429,703.342000
2009-03-21 15:29:43 +0000,35.895589,-82.785557,703.823000
2009-03-21 15:29:59 +0000,35.895571,-82.785725,704.303000
2009-03-21 15:30:17 +0000,35.895426,-82.785857,703.823000
2009-03-21 15:30:29 +0000,35.895332,-82.785984,704.303000
2009-03-21 15:30:44 +0000,35.895314,-82.786192,703.823000
2009-03-21 15:31:00 +0000,35.895214,-82.786332,702.380000
2009-03-21 15:31:04 +0000,35.895184,-82.786344,700.938000
2009-03-21 15:31:25 +0000,35.895027,-82.786500,699.016000
2009-03-21 15:31:42 +0000,35.894669,-82.786547,697.574000
2009-03-21 15:31:56 +0000,35.894532,-82.786467,697.093000
2009-03-21 15:32:12 +0000,35.894441,-82.786483,696.132000
2009-03-21 15:32:33 +0000,35.894320,-82.786599,696.613000
2009-03-21 15:33:10 +0000,35.894133,-82.786691,696.613000
2009-03-21 15:33:58 +0000,35.893931,-82.786803,698.054000
2009-03-21 15:34:01 +0000,35.893871,-82.786824,697.574000
2009-03-21 15:34:16 +0000,35.893796,-82.786912,696.613000
2009-03-21 15:34:26 +0000,35.893738,-82.787039,696.613000
2009-03-21 15:34:46 +0000,35.893776,-82.787299,696.613000
2009-03-21 15:34:58 +0000,35.893836,-82.787396,697.093000
2009-03-21 15:35:13 +0000,35.893949,-82.787623,697.093000
2009-03-21 15:35:27 +0000,35.894012,-82.787768,696.132000
2009-03-21 15:35:45 +0000,35.893899,-82.787913,696.613000
2009-03-21 15:36:02 +0000,35.893702,-82.787968,697.093000
2009-03-21 15:36:50 +0000,35.893600,-82.787869,697.574000
2009-03-21 15:37:31 +0000,35.893555,-82.787924,698.054000
2009-03-21 15:37:54 +0000,35.893448,-82.787953,699.496000
2009-03-21 15:38:23 +0000,35.893577,-82.787980,701.419000
2009-03-21 15:38:45 +0000,35.893674,-82.787951,701.900000
2009-03-21 15:39:10 +0000,35.893744,-82.787985,702.380000
2009-03-21 15:39:50 +0000,35.893854,-82.788064,702.861000
2009-03-21 15:40:09 +0000,35.893746,-82.788125,703.342000
2009-03-21 15:40:31 +0000,35.893805,-82.788130,703.823000
2009-03-21 15:40:45 +0000,35.893830,-82.788152,703.342000
2009-03-21 15:41:00 +0000,35.893784,-82.788207,703.823000
2009-03-21 15:41:16 +0000,35.893814,-82.788306,707.187000
2009-03-21 15:41:28 +0000,35.893880,-82.788421,707.668000
2009-03-21 15:41:42 +0000,35.893954,-82.788545,709.590000
2009-03-21 15:41:54 +0000,35.893964,-82.788625,711.513000
2009-03-21 15:42:07 +0000,35.894014,-82.788749,712.955000
2009-03-21 15:42:19 +0000,35.894059,-82.788816,714.397000
2009-03-21 15:42:35 +0000,35.894074,-82.788729,716.320000
2009-03-21 15:42:47 +0000,35.894082,-82.788712,717.761000
2009-03-21 15:42:57 +0000,35.894113,-82.788695,717.761000
2009-03-21 15:43:17 +0000,35.894162,-82.788733,720.165000
2009-03-21 15:43:32 +0000,35.894157,-82.788611,720.165000
2009-03-21 15:43:43 +0000,35.894145,-82.788509,720.646000
2009-03-21 15:43:58 +0000,35.894142,-82.788346,720.165000
2009-03-21 15:44:19 +0000,35.894254,-82.788069,721.126000
2009-03-21 15:44:31 +0000,35.894344,-82.787949,721.607000
2009-03-21 15:44:44 +0000,35.894458,-82.787893,722.568000
2009-03-21 15:44:58 +0000,35.894590,-82.787869,722.568000
2009-03-21 15:45:12 +0000,35.894625,-82.787853,723.049000
2009-03-21 15:45:26 +0000,35.894650,-82.787741,724.010000
2009-03-21 15:45:38 +0000,35.894657,-82.787661,724.971000
2009-03-21 15:45:53 +0000,35.894658,-82.787483,725.933000
2009-03-21 15:46:09 +0000,35.894725,-82.787283,727.375000
2009-03-21 15:46:25 +0000,35.894838,-82.787212,728.336000
2009-03-21 15:46:42 +0000,35.894969,-82.787257,729.778000
2009-03-21 15:46:56 +0000,35.895076,-82.787336,730.259000
2009-03-21 15:47:11 +0000,35.895135,-82.787290,732.181000
2009-03-21 15:47:24 +0000,35.895136,-82.787237,732.662000
2009-03-21 15:47:37 +0000,35.895191,-82.787111,732.181000
2009-03-21 15:47:52 +0000,35.895328,-82.786985,732.181000
2009-03-21 15:48:09 +0000,35.895476,-82.786868,733.623000
2009-03-21 15:48:24 +0000,35.895597,-82.786784,735.065000
2009-03-21 15:48:36 +0000,35.895669,-82.786852,736.988000
2009-03-21 15:48:51 +0000,35.895726,-82.786993,737.949000
2009-03-21 15:48:56 +0000,35.895742,-82.787029,739.391000
2009-03-21 15:49:11 +0000,35.895777,-82.787144,741.314000
2009-03-21 15:49:28 +0000,35.895699,-82.787279,741.794000
2009-03-21 15:49:41 +0000,35.895634,-82.787378,742.756000
2009-03-21 15:49:55 +0000,35.895600,-82.787490,743.717000
2009-03-21 15:50:10 +0000,35.895617,-82.787646,745.159000
2009-03-21 15:50:26 +0000,35.895670,-82.787833,746.120000
2009-03-21 15:50:42 +0000,35.895679,-82.787995,748.043000
2009-03-21 15:50:59 +0000,35.895695,-82.788103,749.485000
2009-03-21 15:51:42 +0000,35.895628,-82.788161,749.485000
2009-03-21 15:52:09 +0000,35.895629,-82.788253,748.524000
2009-03-21 15:52:20 +0000,35.895669,-82.788380,748.524000
2009-03-21 15:52:34 +0000,35.895733,-82.788514,748.043000
2009-03-21 15:52:36 +0000,35.895743,-82.788530,747.082000
2009-03-21 15:53:13 +0000,35.895767,-82.788565,747.082000
2009-03-21 15:53:24 +0000,35.895803,-82.788678,745.640000
2009-03-21 15:53:36 +0000,35.895895,-82.788782,744.198000
2009-03-21 15:53:47 +0000,35.895955,-82.788881,744.678000
2009-03-21 15:54:01 +0000,35.896050,-82.789012,742.756000
2009-03-21 15:54:13 +0000,35.896145,-82.789107,741.314000
2009-03-21 15:54:25 +0000,35.896253,-82.789194,740.353000
2009-03-21 15:54:34 +0000,35.896329,-82.789250,738.911000
2009-03-21 15:54:47 +0000,35.896432,-82.789303,738.430000
2009-03-21 15:55:14 +0000,35.896578,-82.789475,735.065000
2009-03-21 15:55:26 +0000,35.896644,-82.789569,733.143000
2009-03-21 15:55:37 +0000,35.896714,-82.789661,733.143000
2009-03-21 15:55:49 +0000,35.896777,-82.789781,732.662000
2009-03-21 15:56:05 +0000,35.896875,-82.789951,732.662000
2009-03-21 15:56:22 +0000,35.896983,-82.789993,732.181000
2009-03-21 15:56:35 +0000,35.897114,-82.790009,732.662000
2009-03-21 15:56:55 +0000,35.897289,-82.790074,732.662000
2009-03-21 15:57:11 +0000,35.897382,-82.790223,732.662000
2009-03-21 15:57:24 +0000,35.897448,-82.790314,734.104000
2009-03-21 15:57:38 +0000,35.897549,-82.790315,735.546000
2009-03-21 15:57:50 +0000,35.897626,-82.790218,736.027000
2009-03-21 15:58:00 +0000,35.897697,-82.790152,736.027000
2009-03-21 15:58:15 +0000,35.897835,-82.790106,736.988000
2009-03-21 15:58:27 +0000,35.897896,-82.790144,738.430000
2009-03-21 15:58:44 +0000,35.897957,-82.790195,740.353000
2009-03-21 15:58:56 +0000,35.897958,-82.790235,742.756000
2009-03-21 15:59:11 +0000,35.898018,-82.790327,745.159000
2009-03-21 15:59:27 +0000,35.898047,-82.790455,747.082000
2009-03-21 15:59:38 +0000,35.898067,-82.790560,747.562000
2009-03-21 15:59:54 +0000,35.898112,-82.790703,748.524000
2009-03-21 16:00:10 +0000,35.898146,-82.790826,749.485000
2009-03-21 16:00:23 +0000,35.898213,-82.790939,750.927000
2009-03-21 16:00:33 +0000,35.898261,-82.791009,751.408000
2009-03-21 16:00:46 +0000,35.898323,-82.791101,753.811000
2009-03-21 16:01:01 +0000,35.898391,-82.791195,754.292000
2009-03-21 16:01:08 +0000,35.898427,-82.791243,754.292000
2009-03-21 16:01:20 +0000,35.898519,-82.791349,754.292000
2009-03-21 16:01:34 +0000,35.898658,-82.791512,753.811000
2009-03-21 16:01:45 +0000,35.898732,-82.791604,754.292000
2009-03-21 16:02:09 +0000,35.898873,-82.791824,754.292000
2009-03-21 16:02:22 +0000,35.898933,-82.791963,755.253000
2009-03-21 16:02:46 +0000,35.899106,-82.792104,754.772000
2009-03-21 16:02:50 +0000,35.899102,-82.792050,754.292000
2009-03-21 16:02:54 +0000,35.899092,-82.791962,754.292000
2009-03-21 16:03:05 +0000,35.899081,-82.791755,754.772000
2009-03-21 16:03:20 +0000,35.899152,-82.791619,756.214000
2009-03-21 16:03:37 +0000,35.899300,-82.791647,756.214000
2009-03-21 16:03:56 +0000,35.899446,-82.791804,758.137000
2009-03-21 16:04:08 +0000,35.899490,-82.791913,758.617000
2009-03-21 16:04:22 +0000,35.899485,-82.792050,761.501000
2009-03-21 16:04:33 +0000,35.899500,-82.792166,762.463000
2009-03-21 16:04:44 +0000,35.899548,-82.792260,762.463000
2009-03-21 16:04:58 +0000,35.899643,-82.792166,763.905000
2009-03-21 16:05:09 +0000,35.899743,-82.792177,764.385000
2009-03-21 16:05:37 +0000,35.899953,-82.792236,764.866000
2009-03-21 16:06:03 +0000,35.900195,-82.792299,764.866000
2009-03-21 16:06:17 +0000,35.900309,-82.792323,763.424000
2009-03-21 16:06:33 +0000,35.900421,-82.792195,763.424000
2009-03-21 16:06:46 +0000,35.900509,-82.792075,764.385000
2009-03-21 16:06:58 +0000,35.900592,-82.791985,764.866000
2009-03-21 16:07:09 +0000,35.900663,-82.791905,765.828000
2009-03-21 16:07:28 +0000,35.900775,-82.791883,768.711000
2009-03-21 16:08:00 +0000,35.900729,-82.791861,769.192000
2009-03-21 16:08:33 +0000,35.900623,-82.792163,768.231000
2009-03-21 16:09:05 +0000,35.900603,-82.791815,766.789000
2009-03-21 16:09:19 +0000,35.900597,-82.791824,766.789000
2009-03-21 16:09:54 +0000,35.900613,-82.792053,767.270000
2009-03-21 16:11:06 +0000,35.900750,-82.791834,766.789000
2009-03-21 16:11:22 +0000,35.900828,-82.791482,766.789000
2009-03-21 16:11:33 +0000,35.900867,-82.791439,766.789000
2009-03-21 16:11:49 +0000,35.900881,-82.791350,766.789000
2009-03-21 16:11:58 +0000,35.900883,-82.791209,767.750000
2009-03-21 16:12:10 +0000,35.900935,-82.791089,768.231000
2009-03-21 16:12:23 +0000,35.901040,-82.791013,768.231000
2009-03-21 16:12:39 +0000,35.901170,-82.791023,770.153000
2009-03-21 16:12:53 +0000,35.901293,-82.791035,770.634000
2009-03-21 16:13:11 +0000,35.901385,-82.790952,771.595000
2009-03-21 16:13:24 +0000,35.901372,-82.790849,772.076000
2009-03-21 16:13:39 +0000,35.901390,-82.790677,774.960000
2009-03-21 16:13:43 +0000,35.901409,-82.790647,775.921000
2009-03-21 16:13:58 +0000,35.901474,-82.790594,779.286000
2009-03-21 16:14:16 +0000,35.901578,-82.790508,781.689000
2009-03-21 16:14:36 +0000,35.901663,-82.790395,783.131000
2009-03-21 16:14:52 +0000,35.901731,-82.790348,785.054000
2009-03-21 16:15:09 +0000,35.901804,-82.790329,786.496000
2009-03-21 16:15:25 +0000,35.901851,-82.790331,785.534000
2009-03-21 16:16:01 +0000,35.901824,-82.790299,785.054000
2009-03-21 16:16:35 +0000,35.901835,-82.790399,785.534000
2009-03-21 16:16:44 +0000,35.901883,-82.790493,786.015000
2009-03-21 16:17:02 +0000,35.901993,-82.790659,787.457000
2009-03-21 16:17:21 +0000,35.902103,-82.790820,789.380000
2009-03-21 16:17:35 +0000,35.902182,-82.790931,792.744000
2009-03-21 16:17:59 +0000,35.902326,-82.791116,794.186000
2009-03-21 16:18:04 +0000,35.902368,-82.791142,795.147000
2009-03-21 16:18:23 +0000,35.902537,-82.791215,796.590000
2009-03-21 16:18:24 +0000,35.902546,-82.791217,796.590000
2009-03-21 16:18:43 +0000,35.902719,-82.791278,797.551000
2009-03-21 16:19:04 +0000,35.902923,-82.791297,799.474000
2009-03-21 16:19:28 +0000,35.903113,-82.791134,800.435000
2009-03-21 16:19:31 +0000,35.903122,-82.791100,800.435000
2009-03-21 16:19:45 +0000,35.903160,-82.790957,801.877000
2009-03-21 16:20:05 +0000,35.903227,-82.790725,800.435000
2009-03-21 16:20:24 +0000,35.903314,-82.790545,800.435000
2009-03-21 16:20:41 +0000,35.903344,-82.790550,800.435000
2009-03-21 16:21:25 +0000,35.903337,-82.790527,802.357000
2009-03-21 16:21:50 +0000,35.903341,-82.790521,801.396000
2009-03-21 16:22:11 +0000,35.903323,-82.790513,800.435000
2009-03-21 16:22:46 +0000,35.903306,-82.790489,799.474000
2009-03-21 16:23:03 +0000,35.903352,-82.790317,800.435000
2009-03-21 16:23:19 +0000,35.903444,-82.790157,800.916000
2009-03-21 16:23:37 +0000,35.903574,-82.790132,802.838000
2009-03-21 16:23:53 +0000,35.903627,-82.790009,803.800000
2009-03-21 16:24:13 +0000,35.903673,-82.789860,805.722000
2009-03-21 16:24:24 +0000,35.903695,-82.789774,807.164000
2009-03-21 16:24:45 +0000,35.903773,-82.789593,808.125000
2009-03-21 16:25:03 +0000,35.903893,-82.789562,808.606000
2009-03-21 16:25:30 +0000,35.903878,-82.789544,809.087000
2009-03-21 16:25:43 +0000,35.903874,-82.789540,811.009000
2009-03-21 16:25:45 +0000,35.903873,-82.789539,808.606000
2009-03-21 16:25:49 +0000,35.903872,-82.789538,812.451000
2009-03-21 16:25:50 +0000,35.903872,-82.789538,809.567000
2009-03-21 16:26:02 +0000,35.903871,-82.789534,806.203000
2009-03-21 16:26:06 +0000,35.903871,-82.789534,811.490000
2009-03-21 16:26:07 +0000,35.903870,-82.789534,807.164000
2009-03-21 16:26:16 +0000,35.903869,-82.789535,805.241000